ozone,particullate_matter,carbon_monoxide,sulfure_dioxide,nitrogen_dioxide,longitude,latitude,timestamp
138,169,76,81,76,10.18367947,56.1498479,9/15/2014 23:00
138,172,78,76,76,10.18367947,56.1498479,9/15/2014 23:05
138,171,73,80,79,10.18367947,56.1498479,9/15/2014 23:10
143,167,71,76,75,10.18367947,56.1498479,9/15/2014 23:15
139,164,71,77,70,10.18367947,56.1498479,9/15/2014 23:20
142,160,71,73,68,10.18367947,56.1498479,9/15/2014 23:25
143,160,72,73,69,10.18367947,56.1498479,9/15/2014 23:30
141,160,68,71,67,10.18367947,56.1498479,9/15/2014 23:35
137,163,68,67,65,10.18367947,56.1498479,9/15/2014 23:40
140,162,66,68,63,10.18367947,56.1498479,9/15/2014 23:45
139,157,64,63,60,10.18367947,56.1498479,9/15/2014 23:50
136,162,61,66,58,10.18367947,56.1498479,9/15/2014 23:55
141,167,62,69,57,10.18367947,56.1498479,9/16/2014 0:00
136,170,67,73,60,10.18367947,56.1498479,9/16/2014 0:05
137,175,71,75,62,10.18367947,56.1498479,9/16/2014 0:10
139,176,72,77,63,10.18367947,56.1498479,9/16/2014 0:15
135,179,74,81,67,10.18367947,56.1498479,9/16/2014 0:20
136,181,75,85,63,10.18367947,56.1498479,9/16/2014 0:25
139,179,70,80,60,10.18367947,56.1498479,9/16/2014 0:30
140,177,72,82,58,10.18367947,56.1498479,9/16/2014 0:35
138,176,68,87,56,10.18367947,56.1498479,9/16/2014 0:40
142,181,73,84,58,10.18367947,56.1498479,9/16/2014 0:45
146,182,75,80,63,10.18367947,56.1498479,9/16/2014 0:50
142,183,72,82,66,10.18367947,56.1498479,9/16/2014 0:55
145,184,75,85,62,10.18367947,56.1498479,9/16/2014 1:00
141,188,78,84,60,10.18367947,56.1498479,9/16/2014 1:05
138,191,75,80,60,10.18367947,56.1498479,9/16/2014 1:10
133,192,70,81,60,10.18367947,56.1498479,9/16/2014 1:15
131,192,71,85,61,10.18367947,56.1498479,9/16/2014 1:20
129,188,71,84,60,10.18367947,56.1498479,9/16/2014 1:25
127,193,71,79,60,10.18367947,56.1498479,9/16/2014 1:30
131,191,70,80,56,10.18367947,56.1498479,9/16/2014 1:35
133,193,65,83,58,10.18367947,56.1498479,9/16/2014 1:40
136,197,63,87,63,10.18367947,56.1498479,9/16/2014 1:45
141,195,67,90,61,10.18367947,56.1498479,9/16/2014 1:50
136,191,68,92,66,10.18367947,56.1498479,9/16/2014 1:55
137,187,70,93,66,10.18367947,56.1498479,9/16/2014 2:00
133,190,69,90,62,10.18367947,56.1498479,9/16/2014 2:05
131,187,70,91,62,10.18367947,56.1498479,9/16/2014 2:10
136,192,71,86,58,10.18367947,56.1498479,9/16/2014 2:15
135,188,71,87,63,10.18367947,56.1498479,9/16/2014 2:20
133,185,67,85,58,10.18367947,56.1498479,9/16/2014 2:25
134,181,72,80,62,10.18367947,56.1498479,9/16/2014 2:30
132,185,74,78,66,10.18367947,56.1498479,9/16/2014 2:35
127,181,71,73,67,10.18367947,56.1498479,9/16/2014 2:40
132,178,67,70,64,10.18367947,56.1498479,9/16/2014 2:45
130,179,67,69,68,10.18367947,56.1498479,9/16/2014 2:50
134,175,62,72,64,10.18367947,56.1498479,9/16/2014 2:55
130,175,60,77,60,10.18367947,56.1498479,9/16/2014 3:00
126,172,61,81,55,10.18367947,56.1498479,9/16/2014 3:05
126,176,62,84,57,10.18367947,56.1498479,9/16/2014 3:10
122,171,63,85,57,10.18367947,56.1498479,9/16/2014 3:15
118,170,62,80,62,10.18367947,56.1498479,9/16/2014 3:20
115,172,57,84,64,10.18367947,56.1498479,9/16/2014 3:25
120,173,58,85,69,10.18367947,56.1498479,9/16/2014 3:30
115,177,63,87,72,10.18367947,56.1498479,9/16/2014 3:35
114,179,63,88,73,10.18367947,56.1498479,9/16/2014 3:40
116,184,66,89,78,10.18367947,56.1498479,9/16/2014 3:45
118,179,61,89,76,10.18367947,56.1498479,9/16/2014 3:50
118,175,60,88,79,10.18367947,56.1498479,9/16/2014 3:55
118,176,64,92,78,10.18367947,56.1498479,9/16/2014 4:00
114,179,63,94,83,10.18367947,56.1498479,9/16/2014 4:05
109,174,68,89,79,10.18367947,56.1498479,9/16/2014 4:10
109,178,67,89,84,10.18367947,56.1498479,9/16/2014 4:15
104,176,71,94,85,10.18367947,56.1498479,9/16/2014 4:20
105,174,69,93,90,10.18367947,56.1498479,9/16/2014 4:25
106,171,72,98,88,10.18367947,56.1498479,9/16/2014 4:30
106,169,69,99,84,10.18367947,56.1498479,9/16/2014 4:35
102,172,64,103,81,10.18367947,56.1498479,9/16/2014 4:40
104,171,67,103,79,10.18367947,56.1498479,9/16/2014 4:45
103,175,66,106,81,10.18367947,56.1498479,9/16/2014 4:50
103,178,61,111,77,10.18367947,56.1498479,9/16/2014 4:55
108,179,59,116,76,10.18367947,56.1498479,9/16/2014 5:00
111,182,56,120,80,10.18367947,56.1498479,9/16/2014 5:05
116,187,56,116,82,10.18367947,56.1498479,9/16/2014 5:10
113,191,59,119,78,10.18367947,56.1498479,9/16/2014 5:15
118,196,62,118,75,10.18367947,56.1498479,9/16/2014 5:20
113,193,60,117,78,10.18367947,56.1498479,9/16/2014 5:25
113,196,62,117,75,10.18367947,56.1498479,9/16/2014 5:30
109,194,65,118,71,10.18367947,56.1498479,9/16/2014 5:35
114,199,62,120,69,10.18367947,56.1498479,9/16/2014 5:40
115,196,58,117,66,10.18367947,56.1498479,9/16/2014 5:45
117,194,56,112,63,10.18367947,56.1498479,9/16/2014 5:50
114,193,60,109,67,10.18367947,56.1498479,9/16/2014 5:55
119,195,62,111,72,10.18367947,56.1498479,9/16/2014 6:00
116,199,58,112,72,10.18367947,56.1498479,9/16/2014 6:05
116,194,63,114,75,10.18367947,56.1498479,9/16/2014 6:10
120,194,66,109,76,10.18367947,56.1498479,9/16/2014 6:15
116,195,69,113,74,10.18367947,56.1498479,9/16/2014 6:20
112,194,70,109,79,10.18367947,56.1498479,9/16/2014 6:25
107,190,70,105,84,10.18367947,56.1498479,9/16/2014 6:30
112,190,71,105,82,10.18367947,56.1498479,9/16/2014 6:35
117,192,68,110,84,10.18367947,56.1498479,9/16/2014 6:40
121,189,71,107,87,10.18367947,56.1498479,9/16/2014 6:45
119,185,69,111,82,10.18367947,56.1498479,9/16/2014 6:50
114,186,64,112,85,10.18367947,56.1498479,9/16/2014 6:55
110,181,60,110,89,10.18367947,56.1498479,9/16/2014 7:00
107,178,62,105,93,10.18367947,56.1498479,9/16/2014 7:05
109,173,63,106,91,10.18367947,56.1498479,9/16/2014 7:10
108,169,66,102,88,10.18367947,56.1498479,9/16/2014 7:15
109,165,65,101,91,10.18367947,56.1498479,9/16/2014 7:20
107,167,68,104,91,10.18367947,56.1498479,9/16/2014 7:25
106,171,63,101,96,10.18367947,56.1498479,9/16/2014 7:30
102,166,58,105,94,10.18367947,56.1498479,9/16/2014 7:35
99,163,53,103,94,10.18367947,56.1498479,9/16/2014 7:40
95,162,56,102,90,10.18367947,56.1498479,9/16/2014 7:45
91,165,54,103,85,10.18367947,56.1498479,9/16/2014 7:50
95,164,57,101,86,10.18367947,56.1498479,9/16/2014 7:55
94,162,56,106,89,10.18367947,56.1498479,9/16/2014 8:00
90,157,54,107,88,10.18367947,56.1498479,9/16/2014 8:05
93,161,49,112,83,10.18367947,56.1498479,9/16/2014 8:10
88,156,54,117,85,10.18367947,56.1498479,9/16/2014 8:15
91,161,53,116,87,10.18367947,56.1498479,9/16/2014 8:20
93,163,48,113,87,10.18367947,56.1498479,9/16/2014 8:25
96,160,47,111,91,10.18367947,56.1498479,9/16/2014 8:30
94,160,50,111,88,10.18367947,56.1498479,9/16/2014 8:35
93,160,51,109,87,10.18367947,56.1498479,9/16/2014 8:40
94,157,47,112,91,10.18367947,56.1498479,9/16/2014 8:45
98,156,47,109,95,10.18367947,56.1498479,9/16/2014 8:50
103,160,49,108,97,10.18367947,56.1498479,9/16/2014 8:55
106,156,46,104,92,10.18367947,56.1498479,9/16/2014 9:00
104,161,43,105,93,10.18367947,56.1498479,9/16/2014 9:05
108,158,38,102,89,10.18367947,56.1498479,9/16/2014 9:10
103,163,41,106,93,10.18367947,56.1498479,9/16/2014 9:15
98,165,45,107,89,10.18367947,56.1498479,9/16/2014 9:20
100,169,49,102,89,10.18367947,56.1498479,9/16/2014 9:25
99,172,49,102,88,10.18367947,56.1498479,9/16/2014 9:30
101,171,44,99,88,10.18367947,56.1498479,9/16/2014 9:35
103,171,48,94,93,10.18367947,56.1498479,9/16/2014 9:40
104,169,45,97,90,10.18367947,56.1498479,9/16/2014 9:45
105,167,44,99,91,10.18367947,56.1498479,9/16/2014 9:50
110,171,47,101,92,10.18367947,56.1498479,9/16/2014 9:55
114,169,48,96,90,10.18367947,56.1498479,9/16/2014 10:00
109,165,46,94,92,10.18367947,56.1498479,9/16/2014 10:05
106,165,47,96,92,10.18367947,56.1498479,9/16/2014 10:10
104,161,47,91,89,10.18367947,56.1498479,9/16/2014 10:15
101,159,44,92,88,10.18367947,56.1498479,9/16/2014 10:20
100,158,42,87,91,10.18367947,56.1498479,9/16/2014 10:25
102,158,39,87,92,10.18367947,56.1498479,9/16/2014 10:30
106,159,34,88,89,10.18367947,56.1498479,9/16/2014 10:35
105,155,31,90,86,10.18367947,56.1498479,9/16/2014 10:40
105,160,33,86,86,10.18367947,56.1498479,9/16/2014 10:45
110,165,33,89,83,10.18367947,56.1498479,9/16/2014 10:50
107,169,37,91,79,10.18367947,56.1498479,9/16/2014 10:55
107,167,33,94,81,10.18367947,56.1498479,9/16/2014 11:00
112,162,38,97,78,10.18367947,56.1498479,9/16/2014 11:05
109,162,36,98,79,10.18367947,56.1498479,9/16/2014 11:10
106,167,37,96,82,10.18367947,56.1498479,9/16/2014 11:15
105,171,37,100,82,10.18367947,56.1498479,9/16/2014 11:20
108,176,36,99,77,10.18367947,56.1498479,9/16/2014 11:25
109,172,40,101,76,10.18367947,56.1498479,9/16/2014 11:30
112,171,44,97,72,10.18367947,56.1498479,9/16/2014 11:35
113,175,42,97,67,10.18367947,56.1498479,9/16/2014 11:40
110,179,40,99,66,10.18367947,56.1498479,9/16/2014 11:45
112,178,43,97,62,10.18367947,56.1498479,9/16/2014 11:50
115,177,47,92,64,10.18367947,56.1498479,9/16/2014 11:55
116,181,52,91,67,10.18367947,56.1498479,9/16/2014 12:00
119,177,52,91,72,10.18367947,56.1498479,9/16/2014 12:05
114,176,53,92,69,10.18367947,56.1498479,9/16/2014 12:10
118,181,49,94,74,10.18367947,56.1498479,9/16/2014 12:15
116,176,49,92,78,10.18367947,56.1498479,9/16/2014 12:20
115,174,50,90,74,10.18367947,56.1498479,9/16/2014 12:25
120,174,49,85,71,10.18367947,56.1498479,9/16/2014 12:30
123,176,50,84,76,10.18367947,56.1498479,9/16/2014 12:35
120,179,54,83,78,10.18367947,56.1498479,9/16/2014 12:40
122,180,59,83,80,10.18367947,56.1498479,9/16/2014 12:45
124,177,55,82,79,10.18367947,56.1498479,9/16/2014 12:50
129,181,52,77,80,10.18367947,56.1498479,9/16/2014 12:55
131,177,56,78,80,10.18367947,56.1498479,9/16/2014 13:00
129,182,51,78,85,10.18367947,56.1498479,9/16/2014 13:05
133,184,55,80,80,10.18367947,56.1498479,9/16/2014 13:10
128,179,55,85,77,10.18367947,56.1498479,9/16/2014 13:15
129,184,58,81,76,10.18367947,56.1498479,9/16/2014 13:20
129,189,62,79,77,10.18367947,56.1498479,9/16/2014 13:25
128,184,66,79,76,10.18367947,56.1498479,9/16/2014 13:30
130,179,68,83,75,10.18367947,56.1498479,9/16/2014 13:35
131,181,72,84,80,10.18367947,56.1498479,9/16/2014 13:40
132,177,77,85,84,10.18367947,56.1498479,9/16/2014 13:45
128,182,80,89,79,10.18367947,56.1498479,9/16/2014 13:50
127,183,77,93,80,10.18367947,56.1498479,9/16/2014 13:55
131,187,81,88,80,10.18367947,56.1498479,9/16/2014 14:00
128,188,80,83,83,10.18367947,56.1498479,9/16/2014 14:05
133,187,81,81,84,10.18367947,56.1498479,9/16/2014 14:10
133,189,79,77,86,10.18367947,56.1498479,9/16/2014 14:15
132,189,80,77,87,10.18367947,56.1498479,9/16/2014 14:20
128,191,85,77,83,10.18367947,56.1498479,9/16/2014 14:25
125,190,87,82,86,10.18367947,56.1498479,9/16/2014 14:30
123,187,84,83,87,10.18367947,56.1498479,9/16/2014 14:35
120,186,88,79,90,10.18367947,56.1498479,9/16/2014 14:40
118,187,87,78,86,10.18367947,56.1498479,9/16/2014 14:45
114,188,82,78,84,10.18367947,56.1498479,9/16/2014 14:50
115,183,86,78,89,10.18367947,56.1498479,9/16/2014 14:55
113,186,85,80,84,10.18367947,56.1498479,9/16/2014 15:00
110,184,83,81,88,10.18367947,56.1498479,9/16/2014 15:05
110,185,84,83,89,10.18367947,56.1498479,9/16/2014 15:10
114,186,84,88,90,10.18367947,56.1498479,9/16/2014 15:15
112,189,86,86,93,10.18367947,56.1498479,9/16/2014 15:20
107,190,86,89,91,10.18367947,56.1498479,9/16/2014 15:25
106,185,89,94,86,10.18367947,56.1498479,9/16/2014 15:30
102,182,94,89,88,10.18367947,56.1498479,9/16/2014 15:35
103,182,93,88,91,10.18367947,56.1498479,9/16/2014 15:40
99,179,89,83,88,10.18367947,56.1498479,9/16/2014 15:45
103,177,84,87,84,10.18367947,56.1498479,9/16/2014 15:50
106,174,89,85,83,10.18367947,56.1498479,9/16/2014 15:55
103,173,90,81,88,10.18367947,56.1498479,9/16/2014 16:00
105,178,88,85,83,10.18367947,56.1498479,9/16/2014 16:05
102,174,84,83,80,10.18367947,56.1498479,9/16/2014 16:10
101,176,82,80,79,10.18367947,56.1498479,9/16/2014 16:15
102,180,84,78,80,10.18367947,56.1498479,9/16/2014 16:20
97,180,79,73,84,10.18367947,56.1498479,9/16/2014 16:25
101,185,78,68,88,10.18367947,56.1498479,9/16/2014 16:30
103,187,82,65,92,10.18367947,56.1498479,9/16/2014 16:35
107,183,79,65,88,10.18367947,56.1498479,9/16/2014 16:40
106,187,80,62,88,10.18367947,56.1498479,9/16/2014 16:45
109,186,83,63,86,10.18367947,56.1498479,9/16/2014 16:50
107,188,81,65,87,10.18367947,56.1498479,9/16/2014 16:55
110,190,79,63,86,10.18367947,56.1498479,9/16/2014 17:00
113,193,79,66,84,10.18367947,56.1498479,9/16/2014 17:05
114,193,75,68,80,10.18367947,56.1498479,9/16/2014 17:10
109,190,73,64,75,10.18367947,56.1498479,9/16/2014 17:15
105,185,75,64,70,10.18367947,56.1498479,9/16/2014 17:20
108,185,73,59,75,10.18367947,56.1498479,9/16/2014 17:25
107,188,74,55,71,10.18367947,56.1498479,9/16/2014 17:30
103,190,76,56,72,10.18367947,56.1498479,9/16/2014 17:35
106,193,71,61,74,10.18367947,56.1498479,9/16/2014 17:40
105,193,68,57,79,10.18367947,56.1498479,9/16/2014 17:45
107,197,69,60,83,10.18367947,56.1498479,9/16/2014 17:50
107,196,73,55,79,10.18367947,56.1498479,9/16/2014 17:55
103,196,77,55,79,10.18367947,56.1498479,9/16/2014 18:00
108,191,81,57,79,10.18367947,56.1498479,9/16/2014 18:05
105,186,86,61,83,10.18367947,56.1498479,9/16/2014 18:10
100,183,81,65,79,10.18367947,56.1498479,9/16/2014 18:15
99,181,81,66,80,10.18367947,56.1498479,9/16/2014 18:20
102,177,85,61,78,10.18367947,56.1498479,9/16/2014 18:25
97,177,84,64,82,10.18367947,56.1498479,9/16/2014 18:30
101,173,85,69,79,10.18367947,56.1498479,9/16/2014 18:35
100,177,84,68,74,10.18367947,56.1498479,9/16/2014 18:40
100,181,84,63,74,10.18367947,56.1498479,9/16/2014 18:45
97,185,80,63,79,10.18367947,56.1498479,9/16/2014 18:50
94,184,77,61,82,10.18367947,56.1498479,9/16/2014 18:55
96,181,73,62,85,10.18367947,56.1498479,9/16/2014 19:00
93,186,68,58,89,10.18367947,56.1498479,9/16/2014 19:05
90,191,70,61,85,10.18367947,56.1498479,9/16/2014 19:10
90,190,68,59,85,10.18367947,56.1498479,9/16/2014 19:15
95,186,71,59,82,10.18367947,56.1498479,9/16/2014 19:20
94,181,74,59,80,10.18367947,56.1498479,9/16/2014 19:25
90,185,69,55,85,10.18367947,56.1498479,9/16/2014 19:30
88,181,72,60,87,10.18367947,56.1498479,9/16/2014 19:35
85,177,68,61,82,10.18367947,56.1498479,9/16/2014 19:40
84,182,68,62,78,10.18367947,56.1498479,9/16/2014 19:45
82,183,69,63,73,10.18367947,56.1498479,9/16/2014 19:50
79,184,72,68,75,10.18367947,56.1498479,9/16/2014 19:55
77,185,67,72,71,10.18367947,56.1498479,9/16/2014 20:00
78,187,65,69,69,10.18367947,56.1498479,9/16/2014 20:05
82,186,63,67,71,10.18367947,56.1498479,9/16/2014 20:10
81,190,60,69,74,10.18367947,56.1498479,9/16/2014 20:15
76,193,64,67,75,10.18367947,56.1498479,9/16/2014 20:20
79,193,59,66,70,10.18367947,56.1498479,9/16/2014 20:25
76,192,59,71,72,10.18367947,56.1498479,9/16/2014 20:30
80,194,63,69,74,10.18367947,56.1498479,9/16/2014 20:35
83,198,68,69,79,10.18367947,56.1498479,9/16/2014 20:40
82,198,66,71,80,10.18367947,56.1498479,9/16/2014 20:45
82,196,64,72,79,10.18367947,56.1498479,9/16/2014 20:50
81,199,60,73,80,10.18367947,56.1498479,9/16/2014 20:55
86,195,62,78,84,10.18367947,56.1498479,9/16/2014 21:00
90,190,61,83,87,10.18367947,56.1498479,9/16/2014 21:05
86,185,64,79,87,10.18367947,56.1498479,9/16/2014 21:10
88,185,64,79,83,10.18367947,56.1498479,9/16/2014 21:15
84,182,65,77,83,10.18367947,56.1498479,9/16/2014 21:20
88,178,64,75,88,10.18367947,56.1498479,9/16/2014 21:25
91,181,65,79,91,10.18367947,56.1498479,9/16/2014 21:30
94,181,64,81,93,10.18367947,56.1498479,9/16/2014 21:35
93,181,61,80,90,10.18367947,56.1498479,9/16/2014 21:40
96,177,60,75,85,10.18367947,56.1498479,9/16/2014 21:45
92,173,63,80,84,10.18367947,56.1498479,9/16/2014 21:50
97,173,63,84,81,10.18367947,56.1498479,9/16/2014 21:55
99,169,64,87,80,10.18367947,56.1498479,9/16/2014 22:00
96,165,60,82,78,10.18367947,56.1498479,9/16/2014 22:05
95,170,61,83,83,10.18367947,56.1498479,9/16/2014 22:10
99,171,65,83,86,10.18367947,56.1498479,9/16/2014 22:15
94,174,70,87,81,10.18367947,56.1498479,9/16/2014 22:20
96,177,72,91,86,10.18367947,56.1498479,9/16/2014 22:25
91,179,68,93,81,10.18367947,56.1498479,9/16/2014 22:30
95,176,69,98,76,10.18367947,56.1498479,9/16/2014 22:35
96,177,70,98,71,10.18367947,56.1498479,9/16/2014 22:40
93,179,67,95,67,10.18367947,56.1498479,9/16/2014 22:45
92,180,71,91,70,10.18367947,56.1498479,9/16/2014 22:50
89,175,76,96,70,10.18367947,56.1498479,9/16/2014 22:55
88,170,76,95,70,10.18367947,56.1498479,9/16/2014 23:00
93,174,77,96,70,10.18367947,56.1498479,9/16/2014 23:05
95,175,76,94,73,10.18367947,56.1498479,9/16/2014 23:10
92,179,72,91,71,10.18367947,56.1498479,9/16/2014 23:15
94,174,70,95,69,10.18367947,56.1498479,9/16/2014 23:20
99,174,67,100,70,10.18367947,56.1498479,9/16/2014 23:25
97,172,64,103,70,10.18367947,56.1498479,9/16/2014 23:30
96,171,59,105,71,10.18367947,56.1498479,9/16/2014 23:35
95,167,64,101,70,10.18367947,56.1498479,9/16/2014 23:40
99,164,63,96,70,10.18367947,56.1498479,9/16/2014 23:45
102,160,68,97,73,10.18367947,56.1498479,9/16/2014 23:50
100,159,66,99,78,10.18367947,56.1498479,9/16/2014 23:55
99,156,68,98,77,10.18367947,56.1498479,9/17/2014 0:00
104,154,66,103,78,10.18367947,56.1498479,9/17/2014 0:05
103,150,62,104,76,10.18367947,56.1498479,9/17/2014 0:10
99,155,60,104,75,10.18367947,56.1498479,9/17/2014 0:15
103,159,55,104,70,10.18367947,56.1498479,9/17/2014 0:20
103,157,60,109,69,10.18367947,56.1498479,9/17/2014 0:25
107,161,58,112,67,10.18367947,56.1498479,9/17/2014 0:30
106,160,62,108,70,10.18367947,56.1498479,9/17/2014 0:35
105,158,64,103,65,10.18367947,56.1498479,9/17/2014 0:40
100,154,62,99,66,10.18367947,56.1498479,9/17/2014 0:45
104,155,57,104,68,10.18367947,56.1498479,9/17/2014 0:50
100,155,59,103,70,10.18367947,56.1498479,9/17/2014 0:55
104,156,56,100,75,10.18367947,56.1498479,9/17/2014 1:00
108,153,58,99,76,10.18367947,56.1498479,9/17/2014 1:05
103,151,56,100,81,10.18367947,56.1498479,9/17/2014 1:10
105,148,52,99,84,10.18367947,56.1498479,9/17/2014 1:15
102,144,50,99,87,10.18367947,56.1498479,9/17/2014 1:20
97,139,46,98,88,10.18367947,56.1498479,9/17/2014 1:25
92,139,50,96,83,10.18367947,56.1498479,9/17/2014 1:30
87,139,55,101,82,10.18367947,56.1498479,9/17/2014 1:35
82,143,51,102,87,10.18367947,56.1498479,9/17/2014 1:40
77,140,47,99,84,10.18367947,56.1498479,9/17/2014 1:45
74,137,45,96,84,10.18367947,56.1498479,9/17/2014 1:50
72,137,41,99,79,10.18367947,56.1498479,9/17/2014 1:55
77,138,41,96,76,10.18367947,56.1498479,9/17/2014 2:00
75,136,43,91,76,10.18367947,56.1498479,9/17/2014 2:05
76,140,44,91,72,10.18367947,56.1498479,9/17/2014 2:10
72,144,46,89,70,10.18367947,56.1498479,9/17/2014 2:15
69,142,50,90,74,10.18367947,56.1498479,9/17/2014 2:20
72,138,50,94,79,10.18367947,56.1498479,9/17/2014 2:25
76,136,53,97,83,10.18367947,56.1498479,9/17/2014 2:30
73,137,53,96,86,10.18367947,56.1498479,9/17/2014 2:35
73,139,58,100,88,10.18367947,56.1498479,9/17/2014 2:40
69,144,63,97,91,10.18367947,56.1498479,9/17/2014 2:45
68,144,61,101,88,10.18367947,56.1498479,9/17/2014 2:50
69,139,57,99,84,10.18367947,56.1498479,9/17/2014 2:55
72,142,60,101,87,10.18367947,56.1498479,9/17/2014 3:00
72,142,59,101,86,10.18367947,56.1498479,9/17/2014 3:05
67,140,57,103,81,10.18367947,56.1498479,9/17/2014 3:10
72,142,61,107,82,10.18367947,56.1498479,9/17/2014 3:15
76,146,58,111,78,10.18367947,56.1498479,9/17/2014 3:20
80,149,63,114,75,10.18367947,56.1498479,9/17/2014 3:25
85,150,58,114,75,10.18367947,56.1498479,9/17/2014 3:30
87,151,57,119,74,10.18367947,56.1498479,9/17/2014 3:35
91,152,55,116,77,10.18367947,56.1498479,9/17/2014 3:40
89,148,53,112,79,10.18367947,56.1498479,9/17/2014 3:45
85,145,53,107,80,10.18367947,56.1498479,9/17/2014 3:50
89,140,56,110,80,10.18367947,56.1498479,9/17/2014 3:55
84,135,54,108,76,10.18367947,56.1498479,9/17/2014 4:00
79,137,53,107,80,10.18367947,56.1498479,9/17/2014 4:05
77,142,49,110,80,10.18367947,56.1498479,9/17/2014 4:10
74,147,50,114,78,10.18367947,56.1498479,9/17/2014 4:15
72,151,52,118,74,10.18367947,56.1498479,9/17/2014 4:20
77,150,53,118,78,10.18367947,56.1498479,9/17/2014 4:25
81,154,58,117,79,10.18367947,56.1498479,9/17/2014 4:30
83,156,60,112,79,10.18367947,56.1498479,9/17/2014 4:35
83,155,61,112,79,10.18367947,56.1498479,9/17/2014 4:40
79,159,62,117,80,10.18367947,56.1498479,9/17/2014 4:45
79,163,60,118,77,10.18367947,56.1498479,9/17/2014 4:50
81,162,55,115,73,10.18367947,56.1498479,9/17/2014 4:55
83,167,53,111,68,10.18367947,56.1498479,9/17/2014 5:00
85,163,56,111,63,10.18367947,56.1498479,9/17/2014 5:05
86,158,58,107,64,10.18367947,56.1498479,9/17/2014 5:10
89,163,60,107,67,10.18367947,56.1498479,9/17/2014 5:15
92,164,57,106,70,10.18367947,56.1498479,9/17/2014 5:20
95,160,54,104,73,10.18367947,56.1498479,9/17/2014 5:25
96,162,51,108,74,10.18367947,56.1498479,9/17/2014 5:30
101,157,48,105,78,10.18367947,56.1498479,9/17/2014 5:35
103,156,49,100,77,10.18367947,56.1498479,9/17/2014 5:40
107,152,53,104,76,10.18367947,56.1498479,9/17/2014 5:45
103,156,54,105,75,10.18367947,56.1498479,9/17/2014 5:50
107,156,58,107,71,10.18367947,56.1498479,9/17/2014 5:55
108,154,57,107,73,10.18367947,56.1498479,9/17/2014 6:00
103,152,56,104,74,10.18367947,56.1498479,9/17/2014 6:05
98,147,61,101,71,10.18367947,56.1498479,9/17/2014 6:10
102,147,58,103,72,10.18367947,56.1498479,9/17/2014 6:15
103,149,54,105,71,10.18367947,56.1498479,9/17/2014 6:20
99,151,49,110,76,10.18367947,56.1498479,9/17/2014 6:25
96,148,49,109,74,10.18367947,56.1498479,9/17/2014 6:30
98,150,53,105,69,10.18367947,56.1498479,9/17/2014 6:35
103,151,55,102,68,10.18367947,56.1498479,9/17/2014 6:40
101,154,60,107,64,10.18367947,56.1498479,9/17/2014 6:45
98,153,58,103,63,10.18367947,56.1498479,9/17/2014 6:50
98,148,56,103,60,10.18367947,56.1498479,9/17/2014 6:55
101,147,53,104,63,10.18367947,56.1498479,9/17/2014 7:00
99,152,55,104,59,10.18367947,56.1498479,9/17/2014 7:05
100,153,53,99,60,10.18367947,56.1498479,9/17/2014 7:10
96,156,55,95,62,10.18367947,56.1498479,9/17/2014 7:15
95,151,54,92,62,10.18367947,56.1498479,9/17/2014 7:20
96,146,52,96,64,10.18367947,56.1498479,9/17/2014 7:25
97,142,53,92,64,10.18367947,56.1498479,9/17/2014 7:30
93,138,50,96,64,10.18367947,56.1498479,9/17/2014 7:35
97,136,55,99,68,10.18367947,56.1498479,9/17/2014 7:40
100,134,53,95,67,10.18367947,56.1498479,9/17/2014 7:45
97,135,54,98,63,10.18367947,56.1498479,9/17/2014 7:50
95,137,56,94,63,10.18367947,56.1498479,9/17/2014 7:55
94,136,54,92,63,10.18367947,56.1498479,9/17/2014 8:00
99,134,53,89,65,10.18367947,56.1498479,9/17/2014 8:05
102,136,53,87,70,10.18367947,56.1498479,9/17/2014 8:10
107,131,51,86,75,10.18367947,56.1498479,9/17/2014 8:15
112,132,53,91,78,10.18367947,56.1498479,9/17/2014 8:20
111,131,48,87,82,10.18367947,56.1498479,9/17/2014 8:25
112,133,49,86,84,10.18367947,56.1498479,9/17/2014 8:30
110,138,47,86,81,10.18367947,56.1498479,9/17/2014 8:35
105,139,48,91,83,10.18367947,56.1498479,9/17/2014 8:40
104,135,51,92,80,10.18367947,56.1498479,9/17/2014 8:45
105,131,49,90,78,10.18367947,56.1498479,9/17/2014 8:50
100,134,50,94,80,10.18367947,56.1498479,9/17/2014 8:55
105,138,52,94,79,10.18367947,56.1498479,9/17/2014 9:00
108,138,55,92,76,10.18367947,56.1498479,9/17/2014 9:05
106,143,60,89,78,10.18367947,56.1498479,9/17/2014 9:10
101,142,63,94,82,10.18367947,56.1498479,9/17/2014 9:15
103,144,68,99,84,10.18367947,56.1498479,9/17/2014 9:20
104,139,66,97,85,10.18367947,56.1498479,9/17/2014 9:25
99,137,62,100,84,10.18367947,56.1498479,9/17/2014 9:30
103,142,62,97,81,10.18367947,56.1498479,9/17/2014 9:35
106,147,66,93,77,10.18367947,56.1498479,9/17/2014 9:40
108,142,62,88,80,10.18367947,56.1498479,9/17/2014 9:45
106,145,57,83,82,10.18367947,56.1498479,9/17/2014 9:50
103,142,61,88,79,10.18367947,56.1498479,9/17/2014 9:55
103,146,61,90,81,10.18367947,56.1498479,9/17/2014 10:00
99,148,63,92,84,10.18367947,56.1498479,9/17/2014 10:05
